HGNC_Symbol,Log2FC,P_Value,DataSet
MARK4,0.04,0.87693,Lewis_2015_L3
CHEK1,-0.02,0.8913,Lewis_2015_L3
NIM1K,0.01,0.95189,Lewis_2015_L3
STK40,0,0.99373,Lewis_2015_L3
PIM1,0.35,1.3e-4,Lewis_2015_L5
TRIB1,-0.39,0.00305,Lewis_2015_L5
PRKD2,0.39,0.00334,Lewis_2015_L5
PRKAA1,-0.57,0.00343,Lewis_2015_L5
MARK2,-0.48,0.00591,Lewis_2015_L5
SNRK,-0.22,0.01796,Lewis_2015_L5
PSKH2,0.09,0.02899,Lewis_2015_L5
CASK,-0.36,0.03348,Lewis_2015_L5
CAMKV,-0.28,0.03787,Lewis_2015_L5
HUNK,-0.3,0.03899,Lewis_2015_L5
DCLK1,-0.12,0.05961,Lewis_2015_L5
MKNK2,0.39,0.06228,Lewis_2015_L5
TRIB2,-0.23,0.06717,Lewis_2015_L5
CAMK2B,0.2,0.08103,Lewis_2015_L5
STK17A,-0.25,0.08164,Lewis_2015_L5
DAPK2,0.15,0.09132,Lewis_2015_L5
SIK2,0.19,0.11696,Lewis_2015_L5
CAMK1,-0.16,0.12228,Lewis_2015_L5
PSKH1,0.08,0.12799,Lewis_2015_L5
PRKAA2,-0.19,0.12874,Lewis_2015_L5
TSSK1B,0.09,0.12936,Lewis_2015_L5
PIM3,-0.14,0.13552,Lewis_2015_L5
TRIB3,0.13,0.14563,Lewis_2015_L5
DCLK2,-0.19,0.15796,Lewis_2015_L5
STK33,-0.15,0.16102,Lewis_2015_L5
KALRN,0.14,0.16667,Lewis_2015_L5
SIK1,-0.21,0.17321,Lewis_2015_L5
TTN,0.28,0.18324,Lewis_2015_L5
DAPK3,-0.11,0.21182,Lewis_2015_L5
BRSK2,0.28,0.21881,Lewis_2015_L5
TSSK6,0.09,0.2447,Lewis_2015_L5
CAMK2G,-0.11,0.24974,Lewis_2015_L5
CAMK1D,0.16,0.2669,Lewis_2015_L5
CAMK2D,-0.1,0.27392,Lewis_2015_L5
PRKD3,-0.23,0.28033,Lewis_2015_L5
TRIO,-0.16,0.29526,Lewis_2015_L5
TSSK3,0.07,0.31791,Lewis_2015_L5
PASK,0.12,0.32902,Lewis_2015_L5
MAPKAPK5,-0.18,0.34158,Lewis_2015_L5
MKNK1,0.09,0.34383,Lewis_2015_L5
NUAK1,-0.03,0.39342,Lewis_2015_L5
STK17B,0.12,0.41031,Lewis_2015_L5
CHEK2,-0.07,0.41895,Lewis_2015_L5
DCLK3,-0.05,0.45142,Lewis_2015_L5
TSSK4,0.05,0.45353,Lewis_2015_L5
CHEK1,-0.11,0.47323,Lewis_2015_L5
MARK3,-0.09,0.48123,Lewis_2015_L5
BRSK1,0.06,0.50709,Lewis_2015_L5
OBSCN,0.04,0.53693,Lewis_2015_L5
DAPK1,-0.11,0.5645,Lewis_2015_L5
PNCK,-0.03,0.56867,Lewis_2015_L5
PIM2,-0.06,0.57468,Lewis_2015_L5
MYLK4,0.06,0.62908,Lewis_2015_L5
CAMK1G,-0.08,0.6435,Lewis_2015_L5
MARK4,0.11,0.64392,Lewis_2015_L5
PRKD1,-0.07,0.6698,Lewis_2015_L5
TSSK2,0.03,0.6717,Lewis_2015_L5
NUAK2,0.03,0.67292,Lewis_2015_L5
PHKG1,-0.04,0.68819,Lewis_2015_L5
STK40,-0.03,0.69331,Lewis_2015_L5
STK11,0.05,0.70295,Lewis_2015_L5
SIK3,0.06,0.73668,Lewis_2015_L5
NIM1K,0.06,0.74708,Lewis_2015_L5
MELK,-0.03,0.7653,Lewis_2015_L5
MAPKAPK3,0.04,0.83155,Lewis_2015_L5
CAMK2A,0.01,0.84913,Lewis_2015_L5
CAMK4,-0.02,0.85428,Lewis_2015_L5
MARK1,-0.02,0.85451,Lewis_2015_L5
MYLK3,0.02,0.87641,Lewis_2015_L5
MYLK,-0.02,0.88916,Lewis_2015_L5
MYLK2,-0.01,0.96903,Lewis_2015_L5
PHKG2,0,0.98271,Lewis_2015_L5
MAPKAPK2,0,0.99407,Lewis_2015_L5
PHKG1,-0.46,0.06771,barnesAll
SIK3,-0.26,0.12721,barnesAll
CHEK1,0.33,0.17609,barnesAll
CAMK1D,-0.58,0.08608,barnesAll
CAMK1,0.76,0.06905,barnesAll
PRKAA2,0.32,0.24176,barnesAll
MYLK,0.11,0.16394,barnesAll
CAMK2D,0.09,0.11172,barnesAll
MAPKAPK3,-0.57,0.10415,barnesAll
TRIO,0.08,0.24947,barnesAll
KALRN,0.23,0.34931,barnesAll
MARK1,0.1,0.44179,barnesAll
PNCK,0.21,0.1314,barnesAll
MKNK1,0.06,0.30613,barnesAll
PRKD3,-0.14,0.40785,barnesAll
MYLK3,0.09,0.43222,barnesAll
CASK,0.1,0.47652,barnesAll
PSKH1,-0.29,0.16368,barnesAll
PRKD2,0.13,0.47552,barnesAll
TRIB1,-0.39,0.31852,barnesAll
TTN,0.29,0.40504,barnesAll
TRIB2,-0.13,0.17704,barnesAll
DCLK2,0.03,0.3445,barnesAll
PRKAA1,-0.13,0.57776,barnesAll
TSSK2,0.71,0.3249,barnesAll
OBSCN,2.1,0.18483,barnesAll
STK40,-0.57,0.27185,barnesAll
STK33,0.27,0.29294,barnesAll
CHEK2,1.82,0.1345,barnesAll
PIM1,0.15,0.27438,barnesAll
TSSK6,-0.34,0.54363,barnesAll
DAPK2,-0.23,0.38452,barnesAll
SIK2,0.08,0.43467,barnesAll
STK11,-0.1,0.49709,barnesAll
NIM1K,0.1,0.29136,barnesAll
CAMK1G,0.17,0.39949,barnesAll
PASK,0.16,0.50274,barnesAll
MELK,-0.6,0.67869,barnesAll
PHKG2,-0.3,0.58862,barnesAll
SNRK,0.16,0.41118,barnesAll
STK17B,0.08,0.51152,barnesAll
TRIB3,-0.11,0.42078,barnesAll
MAPKAPK2,-0.04,0.60899,barnesAll
MYLK4,-0.08,0.66656,barnesAll
CAMK2A,0.23,0.49661,barnesAll
PIM3,-0.14,0.36457,barnesAll
MKNK2,0.09,0.54995,barnesAll
DCLK3,0.42,0.41138,barnesAll
MARK2,-0.17,0.48208,barnesAll
CAMK2B,-0.01,0.73947,barnesAll
MARK3,0.03,0.67361,barnesAll
MAPKAPK5,0.45,0.45137,barnesAll
CAMK2G,-0.14,0.52039,barnesAll
HUNK,0.1,0.64198,barnesAll
CAMK4,0.12,0.6298,barnesAll
DAPK1,0.09,0.5223,barnesAll
PIM2,-0.2,0.54283,barnesAll
PRKD1,-0.07,0.6546,barnesAll
BRSK1,-0.06,0.54133,barnesAll
DAPK3,-0.1,0.60579,barnesAll
NUAK2,0.06,0.58713,barnesAll
PSKH2,-0.11,0.60551,barnesAll
CAMKV,0.1,0.61547,barnesAll
BRSK2,0.04,0.7838,barnesAll
NUAK1,-0.05,0.6374,barnesAll
DCLK1,0.04,0.8439,barnesAll
SIK1,0.07,0.72657,barnesAll
STK17A,-0.08,0.84773,barnesAll
TSSK4,-0.03,0.84664,barnesAll
MARK4,0.01,0.85705,barnesAll
PHKG2,-0.33,0.03339,barnesFemale
PHKG1,0.39,0.17085,barnesFemale
MAPKAPK3,-0.75,0.09932,barnesFemale
CHEK1,0.52,0.19351,barnesFemale
PRKAA2,0.24,0.31916,barnesFemale
HUNK,0.08,0.19168,barnesFemale
CAMK1D,-0.84,0.20896,barnesFemale
MARK2,-0.39,0.18652,barnesFemale
PRKD1,-0.26,0.20603,barnesFemale
CAMK2B,-0.13,0.42539,barnesFemale
PRKD3,0.21,0.36894,barnesFemale
TRIB1,-0.61,0.16832,barnesFemale
STK11,-0.88,0.25842,barnesFemale
TRIO,0.06,0.46918,barnesFemale
DCLK1,-0.13,0.49674,barnesFemale
DCLK2,0.07,0.34013,barnesFemale
CAMK2D,-0.16,0.49791,barnesFemale
TSSK2,0.8,0.15993,barnesFemale
SIK3,-0.19,0.45671,barnesFemale
SIK1,-0.01,0.35965,barnesFemale
MYLK3,-0.22,0.493,barnesFemale
STK33,0.38,0.41396,barnesFemale
OBSCN,0.11,0.19942,barnesFemale
PSKH1,-0.22,0.25232,barnesFemale
DAPK3,-0.24,0.39355,barnesFemale
PNCK,0.23,0.2618,barnesFemale
TSSK6,-0.88,0.2907,barnesFemale
TSSK4,-0.34,0.26584,barnesFemale
MAPKAPK2,0.16,0.43075,barnesFemale
MARK1,0.06,0.68245,barnesFemale
TTN,0.19,0.53472,barnesFemale
MAPKAPK5,-0.32,0.29194,barnesFemale
MYLK,0.09,0.47714,barnesFemale
PIM1,0.19,0.30999,barnesFemale
MARK3,0.05,0.46742,barnesFemale
SNRK,-0.14,0.60841,barnesFemale
MYLK4,0.21,0.73037,barnesFemale
PIM2,-0.5,0.338,barnesFemale
PIM3,-0.23,0.34228,barnesFemale
PASK,0.19,0.36428,barnesFemale
PRKAA1,0.11,0.65586,barnesFemale
KALRN,-0.05,0.64013,barnesFemale
MKNK1,0.06,0.68614,barnesFemale
CAMK1,0.17,0.42835,barnesFemale
PRKD2,-0.09,0.60498,barnesFemale
CAMK2G,-0.1,0.69938,barnesFemale
BRSK2,-0.17,0.45525,barnesFemale
TRIB2,-0.09,0.46762,barnesFemale
STK17B,-0.04,0.7902,barnesFemale
CASK,-0.1,0.70083,barnesFemale
SIK2,0,0.54414,barnesFemale
CAMK2A,0.28,0.68571,barnesFemale
MKNK2,0.13,0.55643,barnesFemale
NIM1K,0.09,0.49813,barnesFemale
NUAK2,0.12,0.50869,barnesFemale
CAMK1G,0.12,0.60448,barnesFemale
BRSK1,-0.11,0.58977,barnesFemale
NUAK1,-0.09,0.59271,barnesFemale
DAPK2,0.06,0.73184,barnesFemale
STK40,-0.03,0.95699,barnesFemale
DCLK3,0.1,0.84189,barnesFemale
CAMK4,-0.15,0.72687,barnesFemale
MARK4,-0.05,0.76682,barnesFemale
TRIB3,0,0.78648,barnesFemale
STK17A,-0.02,0.88119,barnesFemale
CAMKV,-0.1,0.76321,barnesFemale
PSKH2,0.05,0.83047,barnesFemale
DAPK1,0.03,0.88448,barnesFemale
CAMK1,1.24,0.03032,barnesMale
SIK3,-0.32,0.07902,barnesMale
CAMK2D,0.34,0.09808,barnesMale
MKNK1,0.05,0.23606,barnesMale
STK17B,0.11,0.25735,barnesMale
CAMK1D,-0.27,0.12329,barnesMale
MYLK,0.11,0.20014,barnesMale
PRKAA1,-0.41,0.22377,barnesMale
CASK,0.28,0.43324,barnesMale
PRKD2,0.32,0.37073,barnesMale
PHKG1,-1.59,0.08916,barnesMale
PRKD3,-0.4,0.31586,barnesMale
KALRN,0.47,0.20807,barnesMale
BRSK2,0.23,0.25317,barnesMale
TTN,-0.12,0.35243,barnesMale
TRIB3,-0.25,0.17374,barnesMale
DAPK2,-0.47,0.19417,barnesMale
PRKAA2,0.38,0.33227,barnesMale
SNRK,0.4,0.29588,barnesMale
STK11,0.57,0.32835,barnesMale
PHKG2,2.01,0.23962,barnesMale
SIK1,0.13,0.36798,barnesMale
MYLK3,0.53,0.33441,barnesMale
CHEK2,1.82,0.12636,barnesMale
TRIO,0.09,0.32345,barnesMale
STK40,0.2,0.30929,barnesMale
TSSK6,0.9,0.53767,barnesMale
STK33,-0.03,0.41575,barnesMale
MARK1,0.13,0.49126,barnesMale
DCLK3,0.96,0.23626,barnesMale
STK17A,-0.14,0.54914,barnesMale
CAMK4,0.33,0.33972,barnesMale
SIK2,0.13,0.40926,barnesMale
CHEK1,-0.01,0.38127,barnesMale
MELK,0.54,0.58113,barnesMale
CAMK2G,-0.21,0.42819,barnesMale
OBSCN,0.19,0.89169,barnesMale
MYLK4,-0.03,0.46806,barnesMale
DCLK2,0.01,0.47066,barnesMale
TSSK4,0.22,0.26871,barnesMale
TRIB2,-0.16,0.28909,barnesMale
MARK3,0.03,0.5856,barnesMale
MAPKAPK2,-0.1,0.70245,barnesMale
CAMK1G,0.21,0.44443,barnesMale
MAPKAPK5,1.11,0.29218,barnesMale
TSSK2,0,0.59785,barnesMale
MAPKAPK3,-0.29,0.52735,barnesMale
PNCK,0.2,0.32113,barnesMale
TRIB1,-0.26,0.66512,barnesMale
CAMKV,0.26,0.33668,barnesMale
PSKH1,-0.32,0.33716,barnesMale
DCLK1,0.15,0.61633,barnesMale
CAMK2B,0.08,0.65354,barnesMale
HUNK,0.14,0.6428,barnesMale
NIM1K,0.11,0.44053,barnesMale
PSKH2,-0.24,0.46048,barnesMale
MARK2,0.02,0.62846,barnesMale
DAPK1,0.13,0.51,barnesMale
PRKD1,0.1,0.565,barnesMale
MKNK2,0.07,0.71843,barnesMale
CAMK2A,0.18,0.56099,barnesMale
PASK,0.13,0.59662,barnesMale
PIM1,0.11,0.58543,barnesMale
MARK4,0.08,0.72566,barnesMale
PIM3,-0.09,0.6776,barnesMale
PIM2,0.07,0.8641,barnesMale
DAPK3,-0.01,0.8099,barnesMale
BRSK1,-0.02,0.82108,barnesMale
NUAK1,-0.02,0.86668,barnesMale
NUAK2,0.01,0.95211,barnesMale
DAPK1,0.36,0.01194,Iwamoto_BA10_SCZ
CASK,0.06,0.13757,Iwamoto_BA10_SCZ
PSKH1,0.3,0.18267,Iwamoto_BA10_SCZ
MARK3,0.21,0.04937,Iwamoto_BA10_SCZ
CHEK1,0.8,0.0737,Iwamoto_BA10_SCZ
PRKAA2,-0.68,0.07812,Iwamoto_BA10_SCZ
DAPK2,-0.25,0.08866,Iwamoto_BA10_SCZ
STK17A,0.01,0.21706,Iwamoto_BA10_SCZ
KALRN,0.25,0.20445,Iwamoto_BA10_SCZ
SIK2,0.25,0.1247,Iwamoto_BA10_SCZ
PRKAA1,-0.89,0.12929,Iwamoto_BA10_SCZ
TTN,-0.55,0.14373,Iwamoto_BA10_SCZ
STK11,-0.2,0.15818,Iwamoto_BA10_SCZ
PHKG1,-0.27,0.17075,Iwamoto_BA10_SCZ
MKNK1,0.17,0.1747,Iwamoto_BA10_SCZ
MAPKAPK2,0.07,0.45595,Iwamoto_BA10_SCZ
CAMK2G,-0.09,0.51231,Iwamoto_BA10_SCZ
TRIO,0.08,0.48933,Iwamoto_BA10_SCZ
CAMK2B,-0.1,0.52654,Iwamoto_BA10_SCZ
BRSK2,-0.43,0.30039,Iwamoto_BA10_SCZ
CHEK2,-0.45,0.30182,Iwamoto_BA10_SCZ
SIK1,0.21,0.40336,Iwamoto_BA10_SCZ
MARK2,-0.25,0.63821,Iwamoto_BA10_SCZ
PRKD3,-0.16,0.52484,Iwamoto_BA10_SCZ
PASK,-0.11,0.45488,Iwamoto_BA10_SCZ
TRIB1,-0.22,0.48812,Iwamoto_BA10_SCZ
TSSK2,-0.17,0.48975,Iwamoto_BA10_SCZ
PIM2,0.05,0.64197,Iwamoto_BA10_SCZ
OBSCN,0.25,0.49957,Iwamoto_BA10_SCZ
MAPKAPK3,0.02,0.62829,Iwamoto_BA10_SCZ
CAMK4,0.1,0.60008,Iwamoto_BA10_SCZ
PIM1,0.01,0.62361,Iwamoto_BA10_SCZ
CAMK1,-0.07,0.54267,Iwamoto_BA10_SCZ
MELK,0.31,0.56882,Iwamoto_BA10_SCZ
MKNK2,-0.09,0.70349,Iwamoto_BA10_SCZ
SNRK,0.13,0.76195,Iwamoto_BA10_SCZ
SIK3,0.04,0.73752,Iwamoto_BA10_SCZ
NUAK1,0.04,0.68445,Iwamoto_BA10_SCZ
DCLK1,0,0.71073,Iwamoto_BA10_SCZ
TRIB2,-0.02,0.78077,Iwamoto_BA10_SCZ
PRKD1,0.09,0.70922,Iwamoto_BA10_SCZ
PRKD2,0.04,0.74353,Iwamoto_BA10_SCZ
STK17B,0.17,0.77422,Iwamoto_BA10_SCZ
MAPKAPK5,0.06,0.77514,Iwamoto_BA10_SCZ
PHKG2,-0.09,0.79027,Iwamoto_BA10_SCZ
MYLK,-0.04,0.80901,Iwamoto_BA10_SCZ
DAPK3,-0.01,0.92429,Iwamoto_BA10_SCZ
CAMK2A,-0.01,0.93765,Iwamoto_BA10_SCZ
CAMK1G,0.01,0.95606,Iwamoto_BA10_SCZ
TRIB2,-0.29,0.00151,Iwamoto_BA46_SCZ
SIK1,-0.43,0.01058,Iwamoto_BA46_SCZ
PRKAA1,0.11,0.04125,Iwamoto_BA46_SCZ
TTN,-0.25,0.03263,Iwamoto_BA46_SCZ
CAMK1D,0.28,0.03929,Iwamoto_BA46_SCZ
TSSK2,0.06,0.40867,Iwamoto_BA46_SCZ
TSSK1B,-0.34,0.07505,Iwamoto_BA46_SCZ
CAMK2B,-0.05,0.55114,Iwamoto_BA46_SCZ
CAMK2G,-0.07,0.30147,Iwamoto_BA46_SCZ
STK17B,0.01,0.15998,Iwamoto_BA46_SCZ
MELK,-0.46,0.12312,Iwamoto_BA46_SCZ
PSKH1,-0.13,0.12446,Iwamoto_BA46_SCZ
DCLK2,0.02,0.17249,Iwamoto_BA46_SCZ
MKNK2,0.16,0.16475,Iwamoto_BA46_SCZ
MAPKAPK5,-0.13,0.17495,Iwamoto_BA46_SCZ
PASK,0.07,0.43796,Iwamoto_BA46_SCZ
CASK,-0.03,0.23584,Iwamoto_BA46_SCZ
PRKD3,0.06,0.38508,Iwamoto_BA46_SCZ
KALRN,0.11,0.33793,Iwamoto_BA46_SCZ
MKNK1,0.1,0.21389,Iwamoto_BA46_SCZ
MAPKAPK3,0.14,0.33246,Iwamoto_BA46_SCZ
MARK2,0.18,0.36978,Iwamoto_BA46_SCZ
CAMK1,-0.1,0.26159,Iwamoto_BA46_SCZ
CHEK1,-0.06,0.37489,Iwamoto_BA46_SCZ
PRKD2,-0.14,0.42038,Iwamoto_BA46_SCZ
CHEK2,-0.28,0.29081,Iwamoto_BA46_SCZ
STK17A,-0.06,0.46804,Iwamoto_BA46_SCZ
PRKD1,-0.03,0.45184,Iwamoto_BA46_SCZ
DAPK3,-0.05,0.49949,Iwamoto_BA46_SCZ
SIK3,-0.03,0.5352,Iwamoto_BA46_SCZ
DAPK2,-0.05,0.43237,Iwamoto_BA46_SCZ
TRIO,0.03,0.64818,Iwamoto_BA46_SCZ
HUNK,-0.18,0.3796,Iwamoto_BA46_SCZ
MARK3,0,0.47168,Iwamoto_BA46_SCZ
DAPK1,0.05,0.62377,Iwamoto_BA46_SCZ
TRIB3,-0.08,0.43856,Iwamoto_BA46_SCZ
DCLK1,0.09,0.61075,Iwamoto_BA46_SCZ
CAMK4,-0.09,0.46837,Iwamoto_BA46_SCZ
PIM1,0.07,0.48285,Iwamoto_BA46_SCZ
MARK4,-0.05,0.5823,Iwamoto_BA46_SCZ
NUAK2,0.08,0.50084,Iwamoto_BA46_SCZ
PIM2,-0.07,0.52219,Iwamoto_BA46_SCZ
SIK2,-0.05,0.65803,Iwamoto_BA46_SCZ
CAMK1G,0.02,0.54315,Iwamoto_BA46_SCZ
MARK1,-0.07,0.53711,Iwamoto_BA46_SCZ
CAMKV,0.06,0.56703,Iwamoto_BA46_SCZ
MAPKAPK2,0,0.67282,Iwamoto_BA46_SCZ
MYLK3,-0.14,0.6201,Iwamoto_BA46_SCZ
PHKG2,-0.03,0.65092,Iwamoto_BA46_SCZ
PHKG1,-0.05,0.65786,Iwamoto_BA46_SCZ
STK11,-0.03,0.68207,Iwamoto_BA46_SCZ
SNRK,-0.02,0.7971,Iwamoto_BA46_SCZ
NUAK1,-0.02,0.77395,Iwamoto_BA46_SCZ
TRIB1,0.04,0.78904,Iwamoto_BA46_SCZ
OBSCN,0.07,0.82211,Iwamoto_BA46_SCZ
CAMK2A,-0.04,0.85418,Iwamoto_BA46_SCZ
MYLK,-0.01,0.92219,Iwamoto_BA46_SCZ
BRSK2,0.01,0.94971,Iwamoto_BA46_SCZ
PRKAA2,0,0.99977,Iwamoto_BA46_SCZ
TRIB2,-0.22,0.01638,MaycoxAll
CHEK1,-0.15,0.17834,MaycoxAll
PRKD3,0.16,0.18577,MaycoxAll
TSSK2,-0.02,0.2053,MaycoxAll
TRIO,0.01,0.26343,MaycoxAll
CAMK2G,-0.02,0.27629,MaycoxAll
PHKG1,0.06,0.16434000000000001,MaycoxAll
MARK3,0.1,0.26518,MaycoxAll
PASK,0.2,0.14655,MaycoxAll
DAPK2,-0.16,0.21081,MaycoxAll
STK33,-0.22,0.11229,MaycoxAll
OBSCN,-0.16,0.3491,MaycoxAll
CASK,-0.09,0.4365,MaycoxAll
TTN,0.1,0.25425,MaycoxAll
MAPKAPK3,-0.11,0.31878,MaycoxAll
PRKD2,-0.09,0.3783,MaycoxAll
DAPK3,-0.14,0.26589,MaycoxAll
CAMK1D,-0.01,0.3547,MaycoxAll
PRKAA2,0.02,0.47779,MaycoxAll
NUAK2,0.12,0.1701,MaycoxAll
KALRN,-0.02,0.39038,MaycoxAll
STK40,0.09,0.32866,MaycoxAll
DCLK1,-0.07,0.48728,MaycoxAll
PRKD1,0.2,0.33575,MaycoxAll
PSKH2,-0.16,0.20238,MaycoxAll
TRIB3,0.15,0.38235,MaycoxAll
PIM1,0.15,0.21725,MaycoxAll
STK17B,0.29,0.27462,MaycoxAll
CAMK2B,-0.03,0.50407,MaycoxAll
CAMK2D,0.02,0.44172,MaycoxAll
SIK3,0.06,0.54042,MaycoxAll
CAMK4,-0.11,0.39443,MaycoxAll
DCLK2,-0.09,0.37033,MaycoxAll
HUNK,-0.04,0.47617,MaycoxAll
MAPKAPK2,0.05,0.49685,MaycoxAll
TRIB1,-0.01,0.42886,MaycoxAll
MYLK3,-0.18,0.56481,MaycoxAll
PIM2,0.13,0.27558,MaycoxAll
MYLK4,0.04,0.52991,MaycoxAll
PRKAA1,-0.1,0.62889,MaycoxAll
MARK1,-0.11,0.43575,MaycoxAll
MARK2,-0.12,0.52404,MaycoxAll
SNRK,-0.07,0.48405,MaycoxAll
MKNK2,0.03,0.39695,MaycoxAll
MELK,-0.22,0.36106,MaycoxAll
MAPKAPK5,-0.09,0.37416,MaycoxAll
SIK2,0.07,0.50723,MaycoxAll
STK11,-0.04,0.54355,MaycoxAll
BRSK1,-0.08,0.39973,MaycoxAll
STK17A,0.09,0.52764,MaycoxAll
TSSK6,0.09,0.53085,MaycoxAll
MKNK1,0.05,0.63243,MaycoxAll
CAMK2A,-0.04,0.59625,MaycoxAll
TSSK3,-0.08,0.47809,MaycoxAll
TSSK4,0.11,0.4921,MaycoxAll
MYLK,-0.03,0.64024,MaycoxAll
DCLK3,-0.18,0.52479,MaycoxAll
PSKH1,-0.11,0.57356,MaycoxAll
NIM1K,0.04,0.59484,MaycoxAll
SIK1,-0.07,0.75826,MaycoxAll
NUAK1,-0.03,0.63995,MaycoxAll
TSSK1B,-0.1,0.64493,MaycoxAll
PIM3,0.05,0.64667,MaycoxAll
DAPK1,0,0.75494000000000006,MaycoxAll
CAMKV,0.04,0.66652,MaycoxAll
PHKG2,0.01,0.76405,MaycoxAll
BRSK2,-0.03,0.81125,MaycoxAll
PNCK,0.04,0.72443,MaycoxAll
CAMK1G,0.02,0.87941,MaycoxAll
CAMK1,-0.04,0.80295,MaycoxAll
MYLK2,0.02,0.81859,MaycoxAll
MARK4,0.02,0.88281,MaycoxAll
CHEK2,0.05,0.87845,MaycoxAll
TSSK2,0.07,0.0893,MaycoxFemale
TTN,0.3,0.21628,MaycoxFemale
MARK4,-0.37,0.14304,MaycoxFemale
PRKD3,0.4,0.15661,MaycoxFemale
TRIO,0.15,0.25977,MaycoxFemale
MARK1,-0.22,0.28385,MaycoxFemale
DAPK2,-0.29,0.15111,MaycoxFemale
CASK,-0.11,0.33621,MaycoxFemale
MAPKAPK2,0.05,0.25443,MaycoxFemale
CAMK2G,-0.08,0.48447,MaycoxFemale
PRKAA2,0.02,0.35976,MaycoxFemale
TSSK4,0.47,0.11449,MaycoxFemale
SIK3,-0.05,0.4953,MaycoxFemale
DAPK3,-0.23,0.34465,MaycoxFemale
MYLK,-0.05,0.59808,MaycoxFemale
CHEK1,-0.22,0.37412,MaycoxFemale
PIM1,0.22,0.1498,MaycoxFemale
CAMK1,-0.27,0.22689,MaycoxFemale
DCLK2,-0.02,0.40075,MaycoxFemale
TRIB2,-0.13,0.33941,MaycoxFemale
MKNK1,0.08,0.29385,MaycoxFemale
DCLK1,-0.24,0.41871,MaycoxFemale
STK17B,0.19,0.49922,MaycoxFemale
MAPKAPK5,-0.17,0.22296,MaycoxFemale
STK17A,0.15,0.48791,MaycoxFemale
HUNK,-0.21,0.38567,MaycoxFemale
CAMK2D,0.02,0.44641,MaycoxFemale
MELK,-0.44,0.26421,MaycoxFemale
PHKG2,0.04,0.49531,MaycoxFemale
KALRN,-0.01,0.55177,MaycoxFemale
STK33,-0.19,0.34454,MaycoxFemale
CAMK4,-0.2,0.40015,MaycoxFemale
BRSK1,-0.15,0.29494,MaycoxFemale
MYLK3,-0.18,0.48277,MaycoxFemale
MARK3,0.1,0.52069,MaycoxFemale
CHEK2,0.5,0.31235,MaycoxFemale
OBSCN,-0.06,0.48476,MaycoxFemale
PASK,0.15,0.45697,MaycoxFemale
CAMK1D,0.06,0.56951,MaycoxFemale
STK11,0.14,0.5762,MaycoxFemale
PSKH1,-0.28,0.35908,MaycoxFemale
SNRK,0.04,0.52986,MaycoxFemale
MKNK2,0.03,0.4335,MaycoxFemale
STK40,0.31,0.46566,MaycoxFemale
TRIB1,-0.2,0.5708,MaycoxFemale
PSKH2,-0.18,0.45063,MaycoxFemale
PHKG1,0.1,0.57659,MaycoxFemale
CAMK2A,-0.12,0.67699,MaycoxFemale
TSSK1B,-0.24,0.47735,MaycoxFemale
NUAK2,0.09,0.5104,MaycoxFemale
SIK2,0,0.59891,MaycoxFemale
NIM1K,0.07,0.52451,MaycoxFemale
PRKD2,-0.01,0.68554,MaycoxFemale
SIK1,0.15,0.64081,MaycoxFemale
MARK2,-0.18,0.61236,MaycoxFemale
PRKAA1,-0.09,0.70716,MaycoxFemale
MAPKAPK3,-0.05,0.70146,MaycoxFemale
TSSK6,0,0.69957,MaycoxFemale
CAMK2B,-0.03,0.78657,MaycoxFemale
MYLK4,-0.13,0.66055,MaycoxFemale
MYLK2,-0.06,0.62451,MaycoxFemale
DCLK3,-0.19,0.64576,MaycoxFemale
TRIB3,0.08,0.67371,MaycoxFemale
PIM3,0.06,0.65584,MaycoxFemale
NUAK1,-0.06,0.66622,MaycoxFemale
CAMK1G,0.05,0.80753,MaycoxFemale
BRSK2,0.01,0.76336,MaycoxFemale
DAPK1,-0.07,0.83241,MaycoxFemale
TSSK3,-0.07,0.70611,MaycoxFemale
PRKD1,0.1,0.76408,MaycoxFemale
PIM2,0.06,0.77129,MaycoxFemale
CAMKV,0.03,0.87519,MaycoxFemale
PNCK,0.01,0.97668,MaycoxFemale
TRIB2,-0.31,0.0171,MaycoxMale
KALRN,-0.07,0.24748,MaycoxMale
MARK4,0.31,0.16861,MaycoxMale
TTN,0.04,0.23641,MaycoxMale
PASK,0.24,0.15092,MaycoxMale
CHEK1,-0.1,0.31598,MaycoxMale
CAMK1D,0.03,0.33706,MaycoxMale
CAMK2G,0.02,0.3102,MaycoxMale
STK17B,0.45,0.22826,MaycoxMale
CAMK4,-0.14,0.3092,MaycoxMale
STK11,-0.2,0.22283,MaycoxMale
DCLK2,-0.11,0.39737,MaycoxMale
TSSK6,0.22,0.31249,MaycoxMale
MYLK,0.07,0.35931,MaycoxMale
PHKG1,0.05,0.25594,MaycoxMale
MARK3,0.09,0.42508,MaycoxMale
MYLK3,-0.21,0.29502,MaycoxMale
MARK1,-0.08,0.47883,MaycoxMale
CASK,-0.05,0.48837,MaycoxMale
TRIO,-0.06,0.51588,MaycoxMale
PHKG2,-0.06,0.51409,MaycoxMale
TRIB1,0.1,0.36609,MaycoxMale
PRKD1,0.23,0.31575,MaycoxMale
OBSCN,-0.18,0.46597,MaycoxMale
MARK2,-0.05,0.32885,MaycoxMale
HUNK,-0.03,0.35135,MaycoxMale
STK33,-0.21,0.26684,MaycoxMale
