ENTREZID,L1000,SYMBOL,ALIAS
11157,LSM6,LSM6,YDR378C
11157,LSM6,LSM6,LSM6
5588,PRKCQ,PRKCQ,PRKCT
5588,PRKCQ,PRKCQ,nPKC-theta
5588,PRKCQ,PRKCQ,PRKCQ
23,ABCF1,ABCF1,ABC27
23,ABCF1,ABCF1,ABC50
23,ABCF1,ABCF1,ABCF1
8440,NCK2,NCK2,GRB4
8440,NCK2,NCK2,NCKbeta
8440,NCK2,NCK2,NCK2
4927,NUP88,NUP88,FADS4
4927,NUP88,NUP88,NUP88
55256,ADI1,ADI1,APL1
55256,ADI1,ADI1,ARD
55256,ADI1,ADI1,Fe-ARD
55256,ADI1,ADI1,HMFT1638
55256,ADI1,ADI1,MTCBP1
55256,ADI1,ADI1,Ni-ARD
55256,ADI1,ADI1,SIPL
55256,ADI1,ADI1,mtnD
55256,ADI1,ADI1,ADI1
7159,TP53BP2,TP53BP2,53BP2
7159,TP53BP2,TP53BP2,ASPP2
7159,TP53BP2,TP53BP2,BBP
7159,TP53BP2,TP53BP2,P53BP2
7159,TP53BP2,TP53BP2,PPP1R13A
7159,TP53BP2,TP53BP2,TP53BP2
23365,ARHGEF12,ARHGEF12,LARG
23365,ARHGEF12,ARHGEF12,PRO2792
23365,ARHGEF12,ARHGEF12,ARHGEF12
8061,FOSL1,FOSL1,FRA
8061,FOSL1,FOSL1,FRA1
8061,FOSL1,FOSL1,fra-1
8061,FOSL1,FOSL1,FOSL1
10813,UTP14A,UTP14A,NYCO16
10813,UTP14A,UTP14A,SDCCAG16
10813,UTP14A,UTP14A,Utp14
10813,UTP14A,UTP14A,dJ537K23.3
10813,UTP14A,UTP14A,UTP14A
1001,CDH3,CDH3,CDHP
1001,CDH3,CDH3,HJMD
1001,CDH3,CDH3,PCAD
1001,CDH3,CDH3,CDH3
1845,DUSP3,DUSP3,VHR
1845,DUSP3,DUSP3,DUSP3
7750,ZMYM2,ZMYM2,FIM
7750,ZMYM2,ZMYM2,MYM
7750,ZMYM2,ZMYM2,RAMP
7750,ZMYM2,ZMYM2,SCLL
7750,ZMYM2,ZMYM2,ZNF198
7750,ZMYM2,ZMYM2,ZMYM2
847,CAT,CAT,CAT
79921,TCEAL4,TCEAL4,NPD017
79921,TCEAL4,TCEAL4,WEX7
79921,TCEAL4,TCEAL4,TCEAL4
5873,RAB27A,RAB27A,GS2
5873,RAB27A,RAB27A,HsT18676
5873,RAB27A,RAB27A,RAB27
5873,RAB27A,RAB27A,RAM
5873,RAB27A,RAB27A,RAB27A
10099,TSPAN3,TSPAN3,TM4-A
10099,TSPAN3,TSPAN3,TM4SF8
10099,TSPAN3,TSPAN3,TSPAN-3
10099,TSPAN3,TSPAN3,TSPAN3
25932,CLIC4,CLIC4,CLIC4L
25932,CLIC4,CLIC4,H1
25932,CLIC4,CLIC4,MTCLIC
25932,CLIC4,CLIC4,huH1
25932,CLIC4,CLIC4,p64H1
25932,CLIC4,CLIC4,CLIC4
26054,SENP6,SENP6,SSP1
26054,SENP6,SENP6,SUSP1
26054,SENP6,SENP6,SENP6
9019,MPZL1,MPZL1,MPZL1b
9019,MPZL1,MPZL1,PZR
9019,MPZL1,MPZL1,PZR1b
9019,MPZL1,MPZL1,PZRa
9019,MPZL1,MPZL1,PZRb
9019,MPZL1,MPZL1,MPZL1
51070,NOSIP,NOSIP,CGI-25
51070,NOSIP,NOSIP,NOSIP
9170,LPAR2,LPAR2,EDG-4
9170,LPAR2,LPAR2,EDG4
9170,LPAR2,LPAR2,LPA-2
9170,LPAR2,LPAR2,LPA2
9170,LPAR2,LPAR2,LPAR2
9801,MRPL19,MRPL19,L19mt
9801,MRPL19,MRPL19,MRP-L15
9801,MRPL19,MRPL19,MRP-L19
9801,MRPL19,MRPL19,MRPL15
9801,MRPL19,MRPL19,RLX1
9801,MRPL19,MRPL19,RPML15
9801,MRPL19,MRPL19,MRPL19
11151,CORO1A,CORO1A,CLABP
11151,CORO1A,CORO1A,CLIPINA
11151,CORO1A,CORO1A,HCORO1
11151,CORO1A,CORO1A,IMD8
11151,CORO1A,CORO1A,TACO
11151,CORO1A,CORO1A,p57
11151,CORO1A,CORO1A,CORO1A
6812,STXBP1,STXBP1,MUNC18-1
6812,STXBP1,STXBP1,N-Sec1
6812,STXBP1,STXBP1,NSEC1
6812,STXBP1,STXBP1,P67
6812,STXBP1,STXBP1,RBSEC1
6812,STXBP1,STXBP1,UNC18
6812,STXBP1,STXBP1,unc-18A
6812,STXBP1,STXBP1,unc18-1
6812,STXBP1,STXBP1,STXBP1
11188,NISCH,NISCH,I-1
11188,NISCH,NISCH,IR1
11188,NISCH,NISCH,IRAS
11188,NISCH,NISCH,hIRAS
11188,NISCH,NISCH,NISCH
23013,SPEN,SPEN,HIAA0929
23013,SPEN,SPEN,MINT
23013,SPEN,SPEN,RBM15C
23013,SPEN,SPEN,SHARP
23013,SPEN,SPEN,SPEN
652,BMP4,BMP4,BMP2B
652,BMP4,BMP4,BMP2B1
652,BMP4,BMP4,MCOPS6
652,BMP4,BMP4,OFC11
652,BMP4,BMP4,ZYME
652,BMP4,BMP4,BMP4
9690,UBE3C,UBE3C,HECTH2
9690,UBE3C,UBE3C,UBE3C
9709,HERPUD1,HERPUD1,HERP
9709,HERPUD1,HERPUD1,Mif1
9709,HERPUD1,HERPUD1,SUP
9709,HERPUD1,HERPUD1,HERPUD1
5899,RALB,RALB,RALB
10730,YME1L1,YME1L1,FTSH
10730,YME1L1,YME1L1,MEG4
10730,YME1L1,YME1L1,OPA11
10730,YME1L1,YME1L1,PAMP
10730,YME1L1,YME1L1,YME1L
10730,YME1L1,YME1L1,YME1L1
983,CDK1,CDK1,CDC2
983,CDK1,CDK1,CDC28A
983,CDK1,CDK1,P34CDC2
983,CDK1,CDK1,CDK1
392,ARHGAP1,ARHGAP1,CDC42GAP
392,ARHGAP1,ARHGAP1,RHOGAP
392,ARHGAP1,ARHGAP1,RHOGAP1
392,ARHGAP1,ARHGAP1,p50rhoGAP
392,ARHGAP1,ARHGAP1,ARHGAP1
65057,ACD,ACD,PIP1
65057,ACD,ACD,PTOP
65057,ACD,ACD,TINT1
65057,ACD,ACD,TPP1
65057,ACD,ACD,ACD
843,CASP10,CASP10,ALPS2
843,CASP10,CASP10,FLICE-2
843,CASP10,CASP10,FLICE2
843,CASP10,CASP10,MCH4
843,CASP10,CASP10,CASP10
2288,FKBP4,FKBP4,FKBP51
2288,FKBP4,FKBP4,FKBP52
2288,FKBP4,FKBP4,FKBP59
2288,FKBP4,FKBP4,HBI
2288,FKBP4,FKBP4,Hsp56
2288,FKBP4,FKBP4,PPIase
2288,FKBP4,FKBP4,p52
2288,FKBP4,FKBP4,FKBP4
5747,PTK2,PTK2,FADK
5747,PTK2,PTK2,FAK
5747,PTK2,PTK2,FAK1
5747,PTK2,PTK2,FRNK
5747,PTK2,PTK2,PPP1R71
5747,PTK2,PTK2,p125FAK
5747,PTK2,PTK2,pp125FAK
5747,PTK2,PTK2,PTK2
79094,CHAC1,CHAC1,CHAC1
4998,ORC1,ORC1,HSORC1
4998,ORC1,ORC1,ORC1L
4998,ORC1,ORC1,PARC1
4998,ORC1,ORC1,ORC1
23335,WDR7,WDR7,TRAG
23335,WDR7,WDR7,WDR7
5438,POLR2I,POLR2I,RPB9
5438,POLR2I,POLR2I,hRPB14.5
5438,POLR2I,POLR2I,POLR2I
5777,PTPN6,PTPN6,HCP
5777,PTPN6,PTPN6,HCPH
5777,PTPN6,PTPN6,HPTP1C
5777,PTPN6,PTPN6,PTP-1C
5777,PTPN6,PTPN6,SH-PTP1
5777,PTPN6,PTPN6,SHP-1
5777,PTPN6,PTPN6,SHP-1L
5777,PTPN6,PTPN6,SHP1
5777,PTPN6,PTPN6,PTPN6
51293,CD320,CD320,8D6
51293,CD320,CD320,8D6A
51293,CD320,CD320,TCBLR
51293,CD320,CD320,TCN2R
51293,CD320,CD320,CD320
25803,SPDEF,SPDEF,PDEF
25803,SPDEF,SPDEF,bA375E1.3
25803,SPDEF,SPDEF,SPDEF
10270,AKAP8,AKAP8,AKAP 95
10270,AKAP8,AKAP8,AKAP-8
10270,AKAP8,AKAP8,AKAP-95
10270,AKAP8,AKAP8,AKAP95
10270,AKAP8,AKAP8,AKAP8
466,ATF1,ATF1,EWS-ATF1
466,ATF1,ATF1,FUS/ATF-1
466,ATF1,ATF1,TREB36
466,ATF1,ATF1,ATF1
780,DDR1,DDR1,CAK
780,DDR1,DDR1,CD167
780,DDR1,DDR1,DDR
780,DDR1,DDR1,EDDR1
780,DDR1,DDR1,HGK2
780,DDR1,DDR1,MCK10
780,DDR1,DDR1,NEP
780,DDR1,DDR1,NTRK4
780,DDR1,DDR1,PTK3
780,DDR1,DDR1,PTK3A
780,DDR1,DDR1,RTK6
780,DDR1,DDR1,TRKE
780,DDR1,DDR1,DDR1
10046,MAMLD1,MAMLD1,CG1
10046,MAMLD1,MAMLD1,CXorf6
10046,MAMLD1,MAMLD1,F18
10046,MAMLD1,MAMLD1,HYSP2
10046,MAMLD1,MAMLD1,MAMLD1
9710,KIAA0355,GARRE1,KIAA0355
9710,KIAA0355,GARRE1,GARRE1
5096,PCCB,PCCB,PCCB
3628,INPP1,INPP1,INPP1
55127,HEATR1,HEATR1,BAP28
55127,HEATR1,HEATR1,UTP10
55127,HEATR1,HEATR1,HEATR1
994,CDC25B,CDC25B,CDC25B
637,BID,BID,FP497
637,BID,BID,BID
6194,RPS6,RPS6,S6
6194,RPS6,RPS6,RPS6
54442,KCTD5,KCTD5,KCTD5
2113,ETS1,ETS1,ETS-1
2113,ETS1,ETS1,EWSR2
2113,ETS1,ETS1,c-ets-1
2113,ETS1,ETS1,p54
2113,ETS1,ETS1,ETS1
9212,AURKB,AURKB,AIK2
9212,AURKB,AURKB,AIM-1
9212,AURKB,AURKB,AIM1
9212,AURKB,AURKB,ARK-2
9212,AURKB,AURKB,ARK2
9212,AURKB,AURKB,AurB
9212,AURKB,AURKB,IPL1
9212,AURKB,AURKB,PPP1R48
9212,AURKB,AURKB,STK-1
9212,AURKB,AURKB,STK12
9212,AURKB,AURKB,STK5
9212,AURKB,AURKB,aurkb-sv1
9212,AURKB,AURKB,aurkb-sv2
9212,AURKB,AURKB,AURKB
10617,STAMBP,STAMBP,AMSH
10617,STAMBP,STAMBP,MICCAP
10617,STAMBP,STAMBP,STAMBP
79716,NPEPL1,NPEPL1,bA261P9.2
79716,NPEPL1,NPEPL1,NPEPL1
23142,DCUN1D4,DCUN1D4,DCUN1D4
8607,RUVBL1,RUVBL1,ECP-54
8607,RUVBL1,RUVBL1,ECP54
8607,RUVBL1,RUVBL1,INO80H
8607,RUVBL1,RUVBL1,NMP 238
8607,RUVBL1,RUVBL1,NMP238
8607,RUVBL1,RUVBL1,PONTIN
8607,RUVBL1,RUVBL1,Pontin52
8607,RUVBL1,RUVBL1,RVB1
8607,RUVBL1,RUVBL1,TIH1
8607,RUVBL1,RUVBL1,TIP49
8607,RUVBL1,RUVBL1,TIP49A
8607,RUVBL1,RUVBL1,RUVBL1
7511,XPNPEP1,XPNPEP1,APP1
7511,XPNPEP1,XPNPEP1,SAMP
7511,XPNPEP1,XPNPEP1,XPNPEP
7511,XPNPEP1,XPNPEP1,XPNPEPL
7511,XPNPEP1,XPNPEP1,XPNPEPL1
7511,XPNPEP1,XPNPEP1,XPNPEP1
5716,PSMD10,PSMD10,dJ889N15.2
5716,PSMD10,PSMD10,p28
5716,PSMD10,PSMD10,p28(GANK)
5716,PSMD10,PSMD10,PSMD10
4482,MSRA,MSRA,PMSR
4482,MSRA,MSRA,MSRA
10165,SLC25A13,SLC25A13,ARALAR2
10165,SLC25A13,SLC25A13,CITRIN
10165,SLC25A13,SLC25A13,CTLN2
10165,SLC25A13,SLC25A13,NICCD
10165,SLC25A13,SLC25A13,SLC25A13
10318,TNIP1,TNIP1,ABIN-1
10318,TNIP1,TNIP1,"NAF1"
10318,TNIP1,TNIP1,VAN
10318,TNIP1,TNIP1,nip40-1
10318,TNIP1,TNIP1,TNIP1
51742,ARID4B,ARID4B,BCAA
51742,ARID4B,ARID4B,BRCAA1
51742,ARID4B,ARID4B,RBBP1L1
51742,ARID4B,ARID4B,RBP1L1
51742,ARID4B,ARID4B,SAP180
51742,ARID4B,ARID4B,ARID4B
8202,NCOA3,NCOA3,ACTR
8202,NCOA3,NCOA3,AIB-1
8202,NCOA3,NCOA3,AIB1
8202,NCOA3,NCOA3,CAGH16
8202,NCOA3,NCOA3,CTG26
8202,NCOA3,NCOA3,KAT13B
8202,NCOA3,NCOA3,RAC3
8202,NCOA3,NCOA3,SRC-3
8202,NCOA3,NCOA3,SRC3
8202,NCOA3,NCOA3,TNRC14
8202,NCOA3,NCOA3,TNRC16
8202,NCOA3,NCOA3,TRAM-1
8202,NCOA3,NCOA3,bHLHe42
8202,NCOA3,NCOA3,pCIP
8202,NCOA3,NCOA3,NCOA3
2624,GATA2,GATA2,DCML
2624,GATA2,GATA2,IMD21
2624,GATA2,GATA2,MONOMAC
2624,GATA2,GATA2,NFE1B
2624,GATA2,GATA2,GATA2
51465,UBE2J1,UBE2J1,CGI-76
51465,UBE2J1,UBE2J1,HSPC153
51465,UBE2J1,UBE2J1,HSPC205
51465,UBE2J1,UBE2J1,HSU93243
51465,UBE2J1,UBE2J1,NCUBE-1
51465,UBE2J1,UBE2J1,NCUBE1
51465,UBE2J1,UBE2J1,UBC6
51465,UBE2J1,UBE2J1,UBC6E
51465,UBE2J1,UBE2J1,Ubc6p
51465,UBE2J1,UBE2J1,UBE2J1
5792,PTPRF,PTPRF,BNAH2
5792,PTPRF,PTPRF,LAR
5792,PTPRF,PTPRF,PTPRF
2908,NR3C1,NR3C1,GCCR
2908,NR3C1,NR3C1,GCR
2908,NR3C1,NR3C1,GCRST
2908,NR3C1,NR3C1,GR
2908,NR3C1,NR3C1,GRL
2908,NR3C1,NR3C1,NR3C1
7082,TJP1,TJP1,ZO-1
7082,TJP1,TJP1,TJP1
29103,DNAJC15,DNAJC15,DNAJD1
29103,DNAJC15,DNAJC15,HSD18
29103,DNAJC15,DNAJC15,MCJ
29103,DNAJC15,DNAJC15,DNAJC15
3098,HK1,HK1,HK
3098,HK1,HK1,HK1-ta
3098,HK1,HK1,HK1-tb
3098,HK1,HK1,HK1-tc
3098,HK1,HK1,HKD
3098,HK1,HK1,HKI
3098,HK1,HK1,HMSNR
3098,HK1,HK1,HXK1
3098,HK1,HK1,NEDVIBA
3098,HK1,HK1,RP79
3098,HK1,HK1,hexokinase
3098,HK1,HK1,HK1
10398,MYL9,MYL9,LC20
10398,MYL9,MYL9,MLC-2C
10398,MYL9,MYL9,MLC2
10398,MYL9,MYL9,MRLC1
10398,MYL9,MYL9,MYRL2
10398,MYL9,MYL9,MYL9
2195,FAT1,FAT1,CDHF7
2195,FAT1,FAT1,CDHR8
2195,FAT1,FAT1,FAT
2195,FAT1,FAT1,ME5
2195,FAT1,FAT1,hFat1
2195,FAT1,FAT1,FAT1
7153,TOP2A,TOP2A,TOP2
7153,TOP2A,TOP2A,TP2A
7153,TOP2A,TOP2A,TOP2A
622,BDH1,BDH1,BDH
622,BDH1,BDH1,SDR9C1
622,BDH1,BDH1,BDH1
51001,MTERF3,MTERF3,CGI-12
51001,MTERF3,MTERF3,MTERFD1
51001,MTERF3,MTERF3,MTERF3
55746,NUP133,NUP133,GAMOS8
55746,NUP133,NUP133,NPHS18
55746,NUP133,NUP133,hNUP133
55746,NUP133,NUP133,NUP133
3383,ICAM1,ICAM1,BB2
3383,ICAM1,ICAM1,CD54
3383,ICAM1,ICAM1,P3.58
3383,ICAM1,ICAM1,ICAM1
7866,IFRD2,IFRD2,IFNRP
7866,IFRD2,IFRD2,SKMc15
7866,IFRD2,IFRD2,SM15
7866,IFRD2,IFRD2,IFRD2
10776,ARPP19,ARPP19,ARPP-16
10776,ARPP19,ARPP19,ARPP-19
10776,ARPP19,ARPP19,ARPP16
10776,ARPP19,ARPP19,ENSAL
10776,ARPP19,ARPP19,ARPP19
1978,EIF4EBP1,EIF4EBP1,4E-BP1
1978,EIF4EBP1,EIF4EBP1,4EBP1
1978,EIF4EBP1,EIF4EBP1,BP-1
1978,EIF4EBP1,EIF4EBP1,PHAS-I
1978,EIF4EBP1,EIF4EBP1,EIF4EBP1
7027,TFDP1,TFDP1,DILC
7027,TFDP1,TFDP1,DP1
7027,TFDP1,TFDP1,DRTF1
7027,TFDP1,TFDP1,Dp-1
7027,TFDP1,TFDP1,TFDP1
332,BIRC5,BIRC5,API4
332,BIRC5,BIRC5,EPR-1
332,BIRC5,BIRC5,BIRC5
10782,ZNF274,ZNF274,HFB101
10782,ZNF274,ZNF274,ZF2
10782,ZNF274,ZNF274,ZKSCAN19
10782,ZNF274,ZNF274,ZSCAN51
10782,ZNF274,ZNF274,ZNF274
10320,IKZF1,IKZF1,CVID13
10320,IKZF1,IKZF1,Hs.54452
10320,IKZF1,IKZF1,IK1
10320,IKZF1,IKZF1,IKAROS
10320,IKZF1,IKZF1,LYF1
10320,IKZF1,IKZF1,LyF-1
10320,IKZF1,IKZF1,PPP1R92
10320,IKZF1,IKZF1,PRO0758
10320,IKZF1,IKZF1,ZNFN1A1
10320,IKZF1,IKZF1,IKZF1
9915,ARNT2,ARNT2,WEDAS
9915,ARNT2,ARNT2,bHLHe1
9915,ARNT2,ARNT2,ARNT2
3398,ID2,ID2,GIG8
3398,ID2,ID2,ID2A
3398,ID2,ID2,ID2H
3398,ID2,ID2,bHLHb26
3398,ID2,ID2,ID2
5883,RAD9A,RAD9A,RAD9
5883,RAD9A,RAD9A,RAD9A
65123,INTS3,INTS3,C1orf193
65123,INTS3,INTS3,C1orf60
65123,INTS3,INTS3,INT3
65123,INTS3,INTS3,SOSS-A
65123,INTS3,INTS3,SOSSA
65123,INTS3,INTS3,INTS3
840,CASP7,CASP7,CASP-7
840,CASP7,CASP7,CMH-1
840,CASP7,CASP7,ICE-LAP3
840,CASP7,CASP7,LICE2
840,CASP7,CASP7,MCH3
840,CASP7,CASP7,CASP7
23200,ATP11B,ATP11B,ATPIF
23200,ATP11B,ATP11B,ATPIR
23200,ATP11B,ATP11B,ATP11B
11319,ECD,ECD,GCR2
11319,ECD,ECD,HSGT1
11319,ECD,ECD,SGT1
11319,ECD,ECD,ECD
8837,CFLAR,CFLAR,CASH
8837,CFLAR,CFLAR,CASP8AP1
8837,CFLAR,CFLAR,CLARP
8837,CFLAR,CFLAR,Casper
8837,CFLAR,CFLAR,FLAME
8837,CFLAR,CFLAR,FLAME-1
8837,CFLAR,CFLAR,FLAME1
8837,CFLAR,CFLAR,FLIP
8837,CFLAR,CFLAR,I-FLICE
8837,CFLAR,CFLAR,MRIT
8837,CFLAR,CFLAR,c-FLIP
8837,CFLAR,CFLAR,c-FLIPL
8837,CFLAR,CFLAR,c-FLIPR
8837,CFLAR,CFLAR,c-FLIPS
8837,CFLAR,CFLAR,cFLIP
8837,CFLAR,CFLAR,CFLAR
22889,KIAA0907,KHDC4,BLOM7
22889,KIAA0907,KHDC4,KIAA0907
22889,KIAA0907,KHDC4,SNORA80EHG
22889,KIAA0907,KHDC4,KHDC4
56889,TM9SF3,TM9SF3,EP70-P-iso
56889,TM9SF3,TM9SF3,SMBP
56889,TM9SF3,TM9SF3,TM9SF3
27346,TMEM97,TMEM97,MAC30
27346,TMEM97,TMEM97,TMEM97
16,AARS,AARS1,AARS
16,AARS,AARS1,CMT2N
16,AARS,AARS1,EIEE29
16,AARS,AARS1,AARS1
5468,PPARG,PPARG,CIMT1
5468,PPARG,PPARG,GLM1
5468,PPARG,PPARG,NR1C3
5468,PPARG,PPARG,PPARG1
5468,PPARG,PPARG,PPARG2
5468,PPARG,PPARG,PPARG5
5468,PPARG,PPARG,PPARgamma
5468,PPARG,PPARG,PPARG
5898,RALA,RALA,RAL
5898,RALA,RALA,RALA
10775,POP4,POP4,RPP29
10775,POP4,POP4,POP4
10892,MALT1,MALT1,IMD12
10892,MALT1,MALT1,MLT
10892,MALT1,MALT1,MLT1
10892,MALT1,MALT1,PCASP1
10892,MALT1,MALT1,MALT1
11137,PWP1,PWP1,IEF-SSP-9502
11137,PWP1,PWP1,PWP1
2058,EPRS,EPRS1,EARS
2058,EPRS,EPRS1,EPRS
2058,EPRS,EPRS1,GLUPRORS
2058,EPRS,EPRS1,HLD15
2058,EPRS,EPRS1,PARS
2058,EPRS,EPRS1,PIG32
2058,EPRS,EPRS1,QARS
2058,EPRS,EPRS1,QPRS
2058,EPRS,EPRS1,EPRS1
1846,DUSP4,DUSP4,HVH2
1846,DUSP4,DUSP4,MKP-2
1846,DUSP4,DUSP4,MKP2
1846,DUSP4,DUSP4,TYP
1846,DUSP4,DUSP4,DUSP4
965,CD58,CD58,LFA-3
965,CD58,CD58,LFA3
965,CD58,CD58,ag3
965,CD58,CD58,CD58
10057,ABCC5,ABCC5,ABC33
10057,ABCC5,ABCC5,EST277145
10057,ABCC5,ABCC5,MOAT-C
10057,ABCC5,ABCC5,MOATC
10057,ABCC5,ABCC5,MRP5
10057,ABCC5,ABCC5,SMRP
10057,ABCC5,ABCC5,pABC11
10057,ABCC5,ABCC5,ABCC5
3122,HLA-DRA,HLA-DRA,HLA-DRA1
3122,HLA-DRA,HLA-DRA,HLA-DRA
958,CD40,CD40,Bp50
958,CD40,CD40,CDW40
958,CD40,CD40,TNFRSF5
958,CD40,CD40,p50
958,CD40,CD40,CD40
79170,PRR15L,PRR15L,ATAD4
79170,PRR15L,PRR15L,PRR15L
8573,CASK,CASK,CAGH39
8573,CASK,CASK,CAMGUK
8573,CASK,CASK,CMG
8573,CASK,CASK,FGS4
8573,CASK,CASK,LIN2
8573,CASK,CASK,MICPCH
8573,CASK,CASK,MRXSNA
8573,CASK,CASK,TNRC8
8573,CASK,CASK,hCASK
8573,CASK,CASK,CASK
200734,SPRED2,SPRED2,Spred-2
200734,SPRED2,SPRED2,SPRED2
10434,LYPLA1,LYPLA1,APT-1
10434,LYPLA1,LYPLA1,APT1
10434,LYPLA1,LYPLA1,LPL-I
10434,LYPLA1,LYPLA1,LPL1
10434,LYPLA1,LYPLA1,hAPT1
10434,LYPLA1,LYPLA1,LYPLA1
1027,CDKN1B,CDKN1B,CDKN4
1027,CDKN1B,CDKN1B,KIP1
1027,CDKN1B,CDKN1B,MEN1B
1027,CDKN1B,CDKN1B,MEN4
1027,CDKN1B,CDKN1B,P27KIP1
1027,CDKN1B,CDKN1B,CDKN1B
7106,TSPAN4,TSPAN4,"NAG-2"
7106,TSPAN4,TSPAN4,"NAG2"
7106,TSPAN4,TSPAN4,TETRASPAN
7106,TSPAN4,TSPAN4,TM4SF7
7106,TSPAN4,TSPAN4,TSPAN-4
7106,TSPAN4,TSPAN4,TSPAN4
23588,KLHDC2,KLHDC2,HCLP-1
23588,KLHDC2,KLHDC2,HCLP1
23588,KLHDC2,KLHDC2,LCP
23588,KLHDC2,KLHDC2,KLHDC2
23210,JMJD6,JMJD6,PSR
23210,JMJD6,JMJD6,PTDSR
23210,JMJD6,JMJD6,PTDSR1
23210,JMJD6,JMJD6,JMJD6
5440,POLR2K,POLR2K,ABC10-alpha
5440,POLR2K,POLR2K,RPABC4
5440,POLR2K,POLR2K,RPB10alpha
5440,POLR2K,POLR2K,RPB12
5440,POLR2K,POLR2K,RPB7.0
5440,POLR2K,POLR2K,hRPB7.0
5440,POLR2K,POLR2K,hsRPB10a
5440,POLR2K,POLR2K,POLR2K
3909,LAMA3,LAMA3,BM600
3909,LAMA3,LAMA3,E170
3909,LAMA3,LAMA3,LAMNA
3909,LAMA3,LAMA3,LOCS
3909,LAMA3,LAMA3,LAMA3
8996,NOL3,NOL3,ARC
8996,NOL3,NOL3,FCM
8996,NOL3,NOL3,MYOCL1
8996,NOL3,NOL3,MYP
8996,NOL3,NOL3,NOP
8996,NOL3,NOL3,NOP30
8996,NOL3,NOL3,NOL3
94239,H2AFV,H2AZ2,H2A.Z-2
94239,H2AFV,H2AZ2,H2AFV
94239,H2AFV,H2AZ2,H2AV
94239,H2AFV,H2AZ2,H2AZ2
4582,MUC1,MUC1,ADMCKD
4582,MUC1,MUC1,ADMCKD1
4582,MUC1,MUC1,CA 15-3
4582,MUC1,MUC1,CD227
4582,MUC1,MUC1,EMA
4582,MUC1,MUC1,H23AG
4582,MUC1,MUC1,KL-6
4582,MUC1,MUC1,MAM6
4582,MUC1,MUC1,MCD
4582,MUC1,MUC1,MCKD
4582,MUC1,MUC1,MCKD1
4582,MUC1,MUC1,MUC-1
4582,MUC1,MUC1,MUC-1/SEC
4582,MUC1,MUC1,MUC-1/X
4582,MUC1,MUC1,MUC1/ZD
4582,MUC1,MUC1,PEM
4582,MUC1,MUC1,PEMT
4582,MUC1,MUC1,PUM
4582,MUC1,MUC1,MUC1
6657,SOX2,SOX2,ANOP3
6657,SOX2,SOX2,MCOPS3
6657,SOX2,SOX2,SOX2
51569,UFM1,UFM1,BM-002
51569,UFM1,UFM1,C13orf20
51569,UFM1,UFM1,HLD14
51569,UFM1,UFM1,UFM1
26036,ZNF451,ZNF451,COASTER
26036,ZNF451,ZNF451,dJ417I1.1
26036,ZNF451,ZNF451,ZNF451
9533,POLR1C,POLR1C,AC40
9533,POLR1C,POLR1C,HLD11
9533,POLR1C,POLR1C,RPA39
9533,POLR1C,POLR1C,RPA40
9533,POLR1C,POLR1C,RPA5
9533,POLR1C,POLR1C,RPAC1
9533,POLR1C,POLR1C,RPC40
9533,POLR1C,POLR1C,TCS3
9533,POLR1C,POLR1C,POLR1C
2886,GRB7,GRB7,GRB7
1398,CRK,CRK,CRKII
1398,CRK,CRK,p38
1398,CRK,CRK,CRK
10494,STK25,STK25,SOK1
10494,STK25,STK25,YSK1
10494,STK25,STK25,STK25
10641,NPRL2,NPRL2,FFEVF2
10641,NPRL2,NPRL2,NPR2
10641,NPRL2,NPRL2,NPR2L
10641,NPRL2,NPRL2,TUSC4
10641,NPRL2,NPRL2,NPRL2
3066,HDAC2,HDAC2,HD2
3066,HDAC2,HDAC2,KDAC2
3066,HDAC2,HDAC2,RPD3
3066,HDAC2,HDAC2,YAF1
3066,HDAC2,HDAC2,HDAC2
9112,MTA1,MTA1,MTA1
23326,USP22,USP22,USP3L
23326,USP22,USP22,USP22
55111,PLEKHJ1,PLEKHJ1,GNRPX
55111,PLEKHJ1,PLEKHJ1,PLEKHJ1
2353,FOS,FOS,AP-1
2353,FOS,FOS,C-FOS
2353,FOS,FOS,p55
2353,FOS,FOS,FOS
10810,WASF3,WASF3,Brush-1
10810,WASF3,WASF3,SCAR3
10810,WASF3,WASF3,WAVE3
10810,WASF3,WASF3,WASF3
6709,SPTAN1,SPTAN1,EIEE5
6709,SPTAN1,SPTAN1,NEAS
6709,SPTAN1,SPTAN1,SPTA2
6709,SPTAN1,SPTAN1,SPTAN1
8804,CREG1,CREG1,CREG
8804,CREG1,CREG1,CREG1
348,APOE,APOE,AD2
348,APOE,APOE,APO-E
348,APOE,APOE,ApoE4
348,APOE,APOE,LDLCQ5
348,APOE,APOE,LPG
348,APOE,APOE,APOE
3280,HES1,HES1,HES-1
3280,HES1,HES1,HHL
3280,HES1,HES1,HRY
3280,HES1,HES1,bHLHb39
3280,HES1,HES1,HES1
5829,PXN,PXN,PXN
23224,SYNE2,SYNE2,EDMD5
23224,SYNE2,SYNE2,KASH2
23224,SYNE2,SYNE2,NUA
23224,SYNE2,SYNE2,NUANCE
23224,SYNE2,SYNE2,Nesp2
23224,SYNE2,SYNE2,Nesprin-2
23224,SYNE2,SYNE2,SYNE-2
23224,SYNE2,SYNE2,TROPH
23224,SYNE2,SYNE2,SYNE2
7088,TLE1,TLE1,ESG
7088,TLE1,TLE1,ESG1
7088,TLE1,TLE1,GRG1
